CountryCode,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23
BIH,0.1802046064355058,0.15393050271693792,0.05284432810008356,0.3160681784642852,0.049560826039487915,0.0020329767581393817,0.0031134071023040458,0.08309489272843797,0.033368473435659435,0.08245804916823175,0.0012581152918572042,0.009142566942917015,0.0016470674209219098,0.00020068131819796692,0.026461775931693098,0.0010534297347303014,2.475866867185899e-05,0.0016571335460402045,0.00013018412548064604,4.784536162937489e-06,0.0015148865608599431,1.2614404478110564e-05,0.0002157605689159671
BLR,0.3790007268631591,0.03723563371986126,0.28362666765738354,0.0294243992416313,0.005389266321971362,0.0010656057954687144,0.002600407388107531,0.00012265378697968795,2.4566676759192575e-05,0.14764716654448437,0.02841097792377909,0.038388129681632695,0.0016612828748998791,0.0005135035631216256,0.022321150853712255,0.008210695529981733,0.00154513956461267,0.011470728324318846,0.00016870921581468962,0.0001907558360727865,0.00011900503881787566,5.142319023363129e-05,0.0008114044071959899
BLZ,0.3877610403905106,0.10396979750488773,0.1486029129903193,0.22531136211298416,0.03457969767637878,0.01797104854164435,0.0020348078504012434,0.01440640836307737,7.294220821020595e-05,0.040239908437789414,0.003999773526934231,4.139043191346384e-06,0.001883744122767699,0.004486331668975904,0.010113812402122098,0.0004969614595268813,0.0005032860901128072,5.47218780448219e-06,0.0014150051106102937,0.001210438385665729,6.29646191360988e-06,0.0008083233498187101,0.00011649011435301553
BMU,0.08686126015783042,0.15917179525017308,0.07190999197983618,0.00019123404882812246,0.00017692690150223223,0.11347920722387798,0.021568373962660883,0.007605350940116107,0.23767200045333267,0.006831345655696436,0.0009748684963142215,0.008364877427421168,0.0682570515043267,0.04945931995839725,0.007324032635536594,0.12646934089947676,0.013236220732323728,0.005106924494860996,6.740001365328994e-05,0.007084512583492334,0.004539824077686516,0.003549853188347939,9.82874143083327e-05
BOL,0.23408215579863037,0.033329775274436355,0.030867668498121326,0.02739446310402354,0.10371869991118102,0.003686109980463677,0.016359052368322288,0.42777823909702695,0.03978439484549765,0.032408946796291326,0.0029623349241072266,0.024467997527829275,0.00019886669357905556,0.0004820316674180574,0.009377347013373045,3.264591122973086e-05,0.00020491310888058349,3.874687006169265e-05,0.012055177256748036,5.5300910267808906e-05,1.9709500102482938e-05,1.2385243188253619e-05,0.0006830376992201351
BRA,0.24330705768828756,0.0030543891807211497,0.2251627447652695,0.17185729517423284,0.10522969387506244,0.011277217298790968,0.04258208898158212,0.02599202409235443,0.026480153849903952,0.11171978621993689,0.011860049704418068,0.002277675529013864,0.004098670096883373,0.004866525693871093,0.003542542079274794,0.0008555018953783376,0.004659684094549481,2.2971748484014302e-07,7.657442898059938e-05,0.0005390140614774734,0.000524532696242048,2.386538265127439e-05,1.2683493633003934e-05
BRB,0.09195072751082746,0.12612417094514353,0.0700402097747631,0.2284425413279341,0.02557708122572138,0.06960898135550846,0.12737757028146404,0.025612750977461005,0.08880089568115522,2.0595034368636204e-05,0.0011881955138534936,0.09373447452941552,0.00011638905184630084,0.0002365089058513421,0.00836322827973086,0.021928712754263623,0.0028962801961452496,0.01000717820309762,1.0356494134596126e-05,0.0029827846970281176,0.0037705508401608325,0.0001039426111249034,0.001105873809000457
BRN,0.17817359652018197,0.039646431861950805,0.09806314355330889,0.0015987029347964438,0.13079359307933694,0.08554434065415742,0.03678639240506155,0.003144689299532515,0.05728883124331408,0.1323038852556114,0.0008189879837470649,0.014284641202258403,0.11315751689736399,1.4935270936096939e-05,0.024726613705040274,0.07317741365437068,0.005374642172646649,0.00038382432300303437,0.004050078747773221,0.0002027940320468456,0.00036204777650985766,8.672638941668752e-05,1.6171037635013505e-05
BTN,0.11311333153520237,0.16969866781855228,0.04882787071583229,0.061080820948649986,0.001497792079771307,0.014368468590590754,0.03035106361302332,0.09671588496737743,0.13768275029356858,0.0035558390671040175,0.08696826768155899,0.10426657424228039,0.008746960852496755,0.027246880960357284,0.01968691778541727,0.032967333144503945,0.0009075714302124668,0.0009180385750012756,0.0013266579960223542,0.03393502829338933,5.953913879804338e-05,0.0052973983177297705,0.0007803419525597417
BWA,0.327849402795316,0.045872788097796796,0.08666759648587989,0.30267050918577726,0.050732382040880965,0.1360839137819251,6.341469217028375e-05,0.0006073563496738118,0.01537087540507711,0.0029807891286432555,0.014073775997666554,0.000989030608063831,0.005475682128490594,0.00033390754274533304,0.002609075680306238,0.0002868252612847598,0.0016599935050548723,0.0008952550121494221,0.004243364083483504,0.0001657042372132674,0.00020945214591993594,0.00014112688391695316,1.7778950564314397e-05
CAF,0.5084673097959452,0.05705054827375504,0.027259085481164694,0.0026694152234255264,0.12102840642420411,0.007750362180424827,9.692101856512326e-06,0.1501803343235471,0.01633078246448193,0.018623265492395315,0.0011670485592532723,0.06366179288832827,0.0002485589160504922,0.01703839330248163,0.005774744302395778,0.0003804248050056163,0.0011418763130629154,4.1444596063008404e-05,0.0004916805920910389,0.00013532018572989116,0.0003835393106712742,0.00015527617083538746,1.069829683133366e-05
CAN,0.5603850764718284,0.06374589068682221,1.4394901022860663e-05,0.00043412544955065153,9.859836353066451e-05,0.06979803655381989,0.011327793161292548,0.096970712027132,0.008311716442984918,0.005496088511815991,0.06265386991046036,0.008097185754436968,0.0037299793541891654,0.049423518620421686,0.002424179336949195,0.04737614269912202,0.008141653640532908,0.0010383942324173542,7.493875477623317e-06,3.033781575308755e-05,1.0488133882067348e-06,4.8695117757095194e-06,0.000488893865275627
CHE,0.361969697104644,0.37607183546637507,0.05112328442585347,0.0045566203214208395,0.012195749330685233,0.004237998293044241,0.051383193599316354,0.0001784261149835611,5.223862419649949e-05,2.3156375060553424e-06,0.017580695996129103,0.09034091283003515,3.975347171817296e-05,0.009790491746785899,0.00024224599266034851,0.0002764593490866608,0.016925062396403755,0.0004905437886732799,0.0016673913685537464,5.340466898311682e-05,0.000774917694684451,2.3440802368156165e-06,4.441769802401394e-05
CHI,0.42981082675518095,0.32620792575869356,0.06462111068867818,0.01554309823153706,0.017374209335264526,0.0009380714608242216,0.006102840855074866,4.0299983807678644e-07,0.004281278960160382,0.06189471528043791,0.0035756499252885877,0.025678233951160236,0.00025423150817099096,0.0009162880544932942,0.004144921353012915,0.0020410332104372564,9.065679665794903e-06,0.013601646816428656,0.00039237739086376997,0.01607974179154455,0.00034123772377985776,0.00021770621014276017,0.005973386059321684
CHL,0.03247883378402656,0.08739495880177874,0.15712457634054547,0.12185469148699224,0.07339789738180175,0.06495847711742089,0.016254082084628595,0.09751985816126149,0.05039190597460264,0.001987037766297404,0.20380223116124266,0.0008533131790079066,0.006644170350227221,0.03415819307062325,0.009214277925763157,0.0064385487040711405,0.004833577045110928,0.0026262220274561577,0.020345034950868715,0.0029887511754486617,0.00383466891317166,0.0008364529265262414,6.223967112669343e-05
CHN,0.09714692272024607,0.13962173650014553,0.01995343157478155,0.16298047114016836,0.14465642477171073,0.02614951062986267,0.02093818105340695,0.022153352384332095,0.19727279922947968,0.016634718270671693,0.04412364824799018,0.0661355467815832,0.013304198614823872,0.004782057230305695,0.0033170725222515665,0.0005743009521252709,0.015740277465268675,0.00012892479808332112,0.00406257052128592,0.0001813593769733788,1.0506805044739174e-06,0.0001413599973869374,8.453661217417208e-08
CMR,0.6332603819751897,0.07756625418510413,0.0016005378515823799,0.0896238179037466,0.14729761901787508,0.017447602437115663,0.000294964491811248,0.0037700643147747055,1.087494893595972e-07,0.007112651617172785,2.5882722144212796e-05,0.00011664193402577487,0.0009620653960044439,0.0023876506290934703,0.0005118778606004913,0.0026346772625208312,0.008598763506472961,0.0013316314748017702,0.0014637244209670115,2.8928428443126823e-06,0.0032083860752604937,0.0007817679493710445,3.5382031510381614e-08
COD,0.5738388682025696,0.08131736202520398,0.03337171733787593,0.1398105066542141,0.05587063573941754,0.009233184370468885,1.7317485964422793e-05,0.01806950277234354,0.023193891833658636,0.011960141364837855,0.00027189163524656516,0.00013741362329620284,0.007646052637424829,0.010613997924615525,0.01069482056729284,0.0026888053988678214,0.013979075625312792,0.0035049849819256498,0.0012799588174179448,0.0006323003178880663,0.0012553867994973386,0.0006106721246989911,1.511759960813454e-06
COG,0.6074633377334704,0.08944985331296684,2.780815189228e-06,0.005368176225532894,0.13861666184834234,0.03512542559015923,0.0011790833533036815,1.4335413025656335e-05,0.028303805120541765,0.017750897950020526,0.013147225418421664,0.0163960604691626,0.008272505677534053,0.007089739497116569,0.012683624741720367,0.009090970824699144,0.00934006451014834,0.00028045626626896825,0.00019961419789420108,0.00021878884894426385,7.33729678890078e-07,5.074258873749863e-06,7.841969848389585e-07
COL,0.24314296643270575,0.007280379878334867,0.10846946326618594,0.18610562480502083,0.2316055421240965,0.05378917018912341,2.8667431106265353e-05,0.10670748680974922,0.006036644739199201,0.003078042783189472,0.043465494432424916,0.00041954498822708945,7.514214368055006e-06,0.004656941699900382,0.0011056698039047235,2.957274143579993e-08,0.0002063294401162526,0.00010556357254740245,0.0008435495085587708,0.002366595751174689,0.0003109210737684464,0.0002468302893172888,2.1027194239327537e-05
COM,0.5908256076839985,0.052970841267953386,0.024630964210132347,9.358565607984047e-05,0.1786577024659189,0.013220517695438857,0.015587130257827526,0.007919410375613722,0.044941107662945755,0.01049441978490316,0.010118050893245089,0.024728140469660514,1.3065920092246743e-06,0.006047926451648502,0.0002036103654885538,0.004397929066853437,0.0006674253582860656,0.0016854306308902306,0.01101916270536162,0.00034293502957404893,0.0011777754610315624,0.0002215326606497588,4.748725448925288e-05
CPV,0.6406260462138293,0.007425773612517124,0.05260263326209506,0.01872420764322601,0.08768924909656918,0.001610805030477203,0.0005271712096700709,0.014397408308679015,0.1130685042753775,0.0010392261381756262,0.0018546483718714162,0.0013980728394890373,0.046452004620975214,0.0028100074476205164,0.0004420985038152297,0.002382992233365622,0.002189783351176791,0.002599390015879255,0.0014611938854116773,0.0005394114360552946,9.441707495236899e-05,6.369947245173789e-05,1.2559563196251217e-06
CRI,0.01572393839595101,0.004241983276936296,0.05284731780802602,0.07884099311024216,0.04799545349510272,0.12422479139769263,0.00029569393438838045,0.36341146321383655,0.2707436488053329,0.0042079185480366,0.0004107258789630932,0.0024160856541706258,0.0006432387342520707,0.014044160510297322,0.007310063400639356,0.005189672206306823,0.0006931137078206692,0.003022938377141912,0.0006548361683380296,0.00032848243709289004,0.002446703852593894,0.0002763511741821054,3.0425912655778165e-05
CUW,0.03595418340062395,0.2269067209200377,0.105511339218614,0.0018893267215354603,0.006084853660594448,0.040433154413274365,0.0057456734287230716,0.015240088540283445,0.002058384217841938,5.964878868049298e-06,0.3173951514300392,0.00013953282678551176,0.057536096540873785,0.025418463856517904,0.14540595698160352,0.003772396971237962,4.79982548059696e-05,0.0014724664822259204,8.334174671592284e-06,0.004782689202275463,0.0005643138977100121,0.003170007932255106,0.0004569020486013154
CYM,0.0945508930683413,0.01173661618174965,0.05126980695944397,0.08597415703752907,0.004833890982626152,0.03633487734679901,0.0032460649087127755,0.0016084624863334737,0.013447228602521347,0.02621204070386766,0.0002709195831290659,0.0006683794467202196,0.1625295608248409,0.11577312933978373,0.34831309903808244,0.02366490675684231,0.007006107747852163,0.011137578346197453,0.00037661409279778345,0.0001593735022485918,1.112297650039285e-05,0.0004999731710741151,0.0003751968960063612
CYP,0.24090156972439164,0.026939117868422697,0.01103023377031525,0.1636575442508818,0.12124772791605196,0.0074674182118852055,0.0860570946108406,0.03579011249964757,0.11853549328499034,0.07191225984035231,0.008666707133147917,0.0743540877355506,0.0130047170495473,0.0005816012482717556,0.0026675140055207594,0.0004956390869067638,0.010771414855404138,0.001982714414221842,0.002918009681377658,3.230297962600229e-05,0.00010931462080870814,0.0005326011009112271,0.0003448041109260162
CZE,0.37500145501363896,0.1931617439214908,0.03860318850892081,0.03115938353158065,0.16436344347018306,0.00689583091919567,0.09390243067487969,0.011024149248385457,0.01683082856976108,0.011454368948669358,0.029875559290047347,0.0005403330047780378,0.013394015368254731,6.326681158396415e-05,0.009929894529512434,0.0016277913561170876,2.2035230465155828e-05,0.0005278080395997846,0.0007576489110411956,0.0007547094761890783,1.31832594112577e-05,2.2009359066852435e-05,7.492255722772323e-05
DEU,0.21375025105732828,0.4299815951745075,0.05397903837019829,0.00026383500505419797,0.17803955275558847,0.0007177688100668945,0.0037025472720412737,0.00022505305536667467,3.0446453969283402e-05,0.00302842986011377,3.528529333172116e-08,0.06737016062677374,0.009004576131405007,0.026760356621801786,3.7106336388761674e-05,0.0011155078123267915,0.007333592020909863,0.002997135444273226,0.0007442510170713062,0.0006010413404950587,0.00029604311402071167,1.5190710898831913e-05,6.485724106875361e-06
DMA,0.008801224468736482,0.00040228225808037294,0.07590403003027145,0.1071081720194233,0.14766088374357228,0.006375592267492725,0.13629381285389902,0.03923502149726526,0.14232744098667635,0.0895202175534321,1.0114834390697242e-05,0.06589255923426031,0.04092937223402194,0.008019251163781412,0.11374731535647249,0.00396814113890224,0.009459941971799548,9.085278091709686e-05,0.0013685394403636934,0.0003046533255661178,0.00026880211723151736,0.002296739780965543,1.50389424782655e-05
DNK,0.5227798876390175,0.30097004201519134,0.0024585373503076455,0.002439653725194965,0.0024676799694304864,0.07286673421006186,0.01801273616380492,0.0012198764298165037,0.0413795421193364,0.002475267106455733,0.011185209730193444,0.002914163867844323,0.0006692929094975219,0.004717070991534069,0.006491668640048437,6.507513761352188e-05,0.005169646809603893,0.00015482584421247077,9.209617891590628e-05,0.00012205630328459482,0.0011903729574757414,0.0001554522876873816,3.1116134714847297e-06
DOM,0.27622254364620297,0.062439462339823205,0.007434078925583509,0.12207228293644272,0.040255468818308306,0.20384726824972066,0.003575050889090848,0.019282823477303188,0.02578308209137438,0.0921510169058422,0.11712068340577397,8.504285383756207e-05,1.9095304278796386e-05,0.003149319574194721,1.1769512242536454e-05,0.018056358632274987,0.0014088315151182394,0.0025980428021429155,0.0018119594253438152,0.0024398367942571725,0.00016396413703880931,7.200518046812388e-05,1.2583336276672516e-08
DZA,0.6045398886320159,0.052028523491605055,0.006749937977348537,2.046434244427622e-05,0.08524191960233568,0.01522677784329199,0.03390751842149804,0.002105359475223186,0.10930156500223796,0.037726365190111764,0.009790257710752594,0.0048450581891982605,0.004552003294409634,9.901033891438942e-05,0.0004370674698703409,1.2552046974903506e-05,0.008444191094939697,0.0008511396332026308,0.0001794320559867246,0.0015331584973087308,0.015719272727659356,0.006670450799316521,1.808616335388038e-05
ECU,0.4906474117646568,0.004697835004636567,0.020616943853656148,0.0014149348688404291,0.078595065647334,0.13191854513831971,0.001531496293080091,0.18714808305509664,0.02388459050286917,0.002917317288259094,0.031254224541655676,0.010721005221423663,0.00032199521197962986,0.009731685112229277,0.0002453085894805609,0.0004231920180956563,0.0010976917892580333,0.00010885782664660832,0.0022942230125671766,0.00030771115285343467,9.656292414975236e-05,2.0244426482248847e-05,5.074756429602716e-06
EGY,0.18582364641516164,0.08796264907099044,0.02787237416045831,0.022738295818208732,0.03432193553972707,0.09541678121080817,0.08964880367013538,0.016668329683833593,0.09979921851628223,0.24821196323866984,0.0032501043482761026,0.006968469733230515,0.013773165384771495,0.021095194486463575,0.0009020998483722241,0.0023388757672251604,0.0006719088679825068,0.001252800068338241,3.366409237652906e-07,0.00027470675368426045,0.035235807681701786,0.0053625361876165414,0.00040999690713865037
ERI,0.46077656802188544,0.016055593103577067,0.02861763290719307,0.24951469921050287,0.005020995099305655,0.00837608471639522,0.030112322151324495,0.014376287066949569,0.0544360615456709,0.031606052695870315,0.004393921300507101,0.08614575006788666,0.00014738763472556585,0.0036409876439864267,3.3396992750948097e-06,0.0009381535713924417,0.003833377507877688,9.089781213735451e-05,0.001060664480428427,0.00010571536364955322,0.0004858156178174455,0.0002559201298044205,5.772651837193155e-06
ESP,0.09154981475087558,0.1461804730886809,0.03059722600251533,0.26399556758651715,0.006676870056973886,1.626850135234213e-05,0.010962366352102619,0.020937569090934832,0.007507697136225336,0.30709957619421935,0.07450534776070704,0.012481705135063165,0.01080723458207133,0.00018903219425115935,0.005158102371456715,9.7619594792029e-05,0.008067454663622362,0.00015438358509550765,0.002403626069798299,5.681607767912624e-07,0.0005844258702827126,1.511881058123404e-05,1.1952441104429608e-05
EST,0.7525937278841025,0.010442240815442703,0.04826833392810198,0.0027668360224412454,0.017226320098577573,0.0003896653225891984,0.028132145635065126,0.002892594031902736,0.006314641618047698,0.004242463937523111,0.004182436269415624,1.75617184248957e-05,0.002432976127409112,0.031476308194462045,0.06695429452621912,0.00307726691703677,0.0015102882565337977,0.005088547650995124,0.002162981818709247,0.008311304113415845,0.0004350294461479801,1.8174487160665758e-06,0.001080218218720506
ETH,0.4370066224180884,0.019508658305141747,0.054339875853964915,0.19944230822923803,0.13500860823904298,0.05636122078786829,0.0004001601796247849,0.053041638881771505,0.004355028800101513,0.0054420872258335974,0.016510422160908964,0.005928917161164465,2.01087535009613e-06,0.0029172191473361784,0.002224553390213498,4.311604530247364e-06,0.004610205420122748,0.0001340219584384735,0.0018037996107434443,0.0007883181957272016,0.00010434838344011192,5.777699550256328e-05,7.88617584616596e-06
FIN,0.52041357015884,0.2288479065034471,0.007193388925305072,0.004816652318162528,0.11265106454739385,0.027478897101654992,0.004846764159227038,0.001824654825546289,0.0744632939291874,0.0026529892720503863,4.067992783774862e-05,0.003774579178755484,0.00016014846613439333,0.0033396585557365233,0.002349221648662708,0.0007458242267010023,0.0001967208073882948,5.310244337662257e-06,0.003048493239913543,0.0009688192757319519,0.00012373967179820408,1.7236246380193328e-06,5.5899391549723255e-05
FJI,0.7028538023327946,0.013784294796005007,0.023644215876161324,0.003542545031838516,0.03407223993448299,0.02594248606685109,0.004795687073409793,0.016284965662274664,0.013081312971406394,0.0019556480305843935,0.0559956507415778,5.4694073221213135e-06,0.006949903384426029,0.015298049907593026,0.023846112479891674,0.049476306839217346,0.0004995757481370957,6.18208058042899e-05,0.0031418801374966786,0.0018328295530161917,0.0008329968290719785,0.0017587129716506824,0.00034349341898621345
FRA,0.242157582692809,0.4870443204931455,0.043864926873693554,0.0005872064501448657,0.024764723621154047,0.032168112444132604,0.0012541028889892112,0.015961224938416143,0.002868571811787967,0.03687872100535178,0.0006823984141015955,0.08047854404394762,0.006027729041201896,0.005596821603225262,0.0016426016588044097,0.00828561636459673,0.0014833130890321768,0.006632469682282373,0.0012740611247545326,0.0001557882416516408,8.735422434676266e-06,0.00014738693396552075,3.504116037706134e-05
