Code,denumire_coloana,Shannon,Simpson
16739,Izvoru,0.44946766551283956,-19.723127710814786
16757,Leordeni,0.15977023502835738,-19.92789555944412
16908,Leresti,0.25616791403536454,-18.87057004729447
16944,Lunca Corbului,-0.0,-21.0
17049,Malureni,0.2950875815395532,-19.841456831659286
17101,Merisani,0.24716162491820348,-19.874087500417655
17209,Micesti,0.022329929223294895,-17.994393962405187
17254,Mihaesti,0.5118848249876549,-18.673845108185407
17334,Mioarele,-0.0,-21.0
17398,Mirosi,-0.0,-21.0
17423,Moraresti,-0.0,-21.0
17496,Mosoaia,0.028879009321340333,-19.991013842300788
17575,Mozaceni,-0.0,-21.0
17619,Musatesti,0.06347790179423937,-19.97696044910311
17726,Negrasi,0.06111105155526686,-19.97799679908832
17771,Nucsoara,-0.0,-21.0
17824,Oarja,0.13169155653241765,-19.943444245451975
17851,Pietrosani,0.2011624556929255,-19.903378122818797
17913,Poienarii De Arges,0.07602915089323983,-19.971306531456754
17968,Poienarii De Muscel,0.27532645224631763,-19.85516293682248
18028,Poiana Lacului,0.007338370879607994,-19.99816541967828
18162,Popesti,-0.0,-21.0
18242,Priboieni,0.1030135270950743,-19.95832875373596
18331,Ratesti,0.2653787936397037,-17.868603223317557
18411,Recea,0.13159830403690218,-19.943494329332704
18475,Rociu,0.02314441775544888,-19.993074342958515
18527,Rucar,0.0620017284446343,-18.978737877175238
18554,Salatrucu,0.03433657601275811,-19.98897092739194
18581,Sapata,0.016383832233843335,-19.995373072883847
18670,Schitu Golesti,0.43035439449485685,-19.738806868427222
18741,Slobozia,0.09244359525217268,-19.963538421723584
18778,Stalpeni,0.030537973456956816,-19.990400891055636
18858,Stoenesti,0.37677016125643675,-19.78125
18938,Stolnici,0.14216644985481797,-19.93775167907158
19007,Suseni,0.04879834412865135,-18.984881608090717
19114,Stefan Cel Mare,-0.0,-21.0
19141,Suici,-0.0,-21.0
19212,Teiu,0.10002826522330649,-19.959815910585142
19249,Tigveni,0.023761353126035535,-19.992857234619287
19338,Titesti,0.15052206850560854,-19.93311787035153
19392,Uda,-0.0,-21.0
19560,Ungheni,-0.0,-21.0
19631,Valea Danului,-0.0,-21.0
19695,Valea Iasului,-0.0,-21.0
19793,Vedea,-0.0,-21.0
19999,Vladesti,0.32414328187977215,-19.820683901000976
20048,Raca,-0.0,-21.0
20055,Vulturesti,0.11051434015336566,-19.95453876315198
20063,Bughea De Sus,0.6208817425538667,-19.570507136585114
20297,Municipiul Bacau,0.08612952795326075,-5.97391110465887
20313,Hemeius,0.030648062825649358,-17.991957263042615
20359,Letea Veche,0.012010379852627765,-18.997081360672855
20411,Magura,0.012359868137993201,-18.996984549661803
20466,Margineni,0.017797702659090787,-17.995673784809178
20563,Municipiul Onesti,0.07345929617497966,-11.978413629252318
20607,Gura Vaii,0.2774305367621471,-19.853720131275455
20670,Stefan Cel Mare,0.49641156665951436,-19.683448705706653
20778,Oras Buhusi,0.33514687754862016,-16.821888371481602
20821,Oras Comanesti,0.17945051869030232,-15.924355462703435
20876,Municipiul Moinesti,0.23184916829580882,-16.89265532165598
20910,Oras Slanic-Moldova,0.014307145085885301,-19.996046469673836
20965,Oras Targu Ocna,0.10485580448059877,-15.963008845478047
21007,Agas,0.19780476913763725,-18.913149076327866
21098,Ardeoani,-0.0,-21.0
21123,Asau,0.1431835379308023,-19.937191985838815
21196,Balcani,0.21815490422055853,-17.917655615176862
21249,Beresti-Bistrita,0.3443220066345768,-19.805834552307672
21338,Beresti-Tazlau,0.004914347245628926,-19.998837434998972
21418,Berzunti,0.3187045210258403,-19.82462745568103
21454,Barsanesti,0.02807246415593353,-18.99196348566308
21506,Blagesti,0.3874840668405966,-18.77580113954438
21560,Bogdanesti,-0.0,-21.0
21597,Brusturoasa,0.04162107118944936,-18.987712796297775
