CountryCode,F1,F2,F3,F4,F5,F6,F7
MNG,-0.044945431705553276,-1.1014097782239818,-0.4403252204106403,0.5808435592795582,1.3245803918821097,-0.4656966009663832,-0.3553874081392208
MOZ,-0.1313123698359335,-1.3162881891274694,-0.4311887702043667,-0.4272198887086367,-0.38422854984345145,0.43314823027642185,1.0327043362330894
MRT,-0.09454110164339329,-1.2610459823372964,-0.6787312639623759,-0.3354305413855012,1.261777031925349,0.0638597092527794,0.6865961669102759
MUS,-0.15432801273756364,-0.04843343883526481,0.06845715944479226,0.020820454940939228,0.5823404658259902,-0.5299850328673743,-0.3468166547058713
MWI,-0.15958651247878197,-1.299416313310067,-0.3555955259977659,-0.4771338748567156,-0.38334531935784183,0.47284540036652895,0.39791637627907567
MYS,-0.23142594876494976,0.7462472943593342,-0.19961153850971178,-0.41271522032998004,-1.0823069853364962,-0.13480356728604237,-0.14935557824093065
NAM,-0.10434565225901142,-0.9217097737032081,-0.368801389287869,0.08235382027110472,-2.2235211388615204,0.36424830867728336,1.4200597376616826
NCL,-0.27945759640822315,1.0656243804900984,-0.7728543173891825,-0.7688757884704355,0.0915390707199832,-0.3185903714670763,-0.13000222686190138
NER,-0.12874589784195986,-1.661610824320326,-0.5643772752387805,-0.5355490706142112,1.3609507709546529,0.7810917832787754,0.275338264917031
NGA,-0.18574881310943,-0.13460487323408268,-0.47439464457703007,-0.5030188474370264,-0.4388355954092664,-0.2721360937263006,-0.3157207010305734
NIC,-0.10209377956940477,-0.9177370653525233,-0.235132447075819,-0.3260480201375613,-0.7533930041458622,-0.20142376841246223,-0.2348217133756915
NLD,0.08610868245237706,1.3653940549620383,-0.1303217280983624,1.0403619333810608,1.2248013502476203,1.397660444320906,0.7852911360474318
NOR,0.5626844151518577,1.2072688648387717,-0.00831344569760357,0.7065231856040084,1.415234937015314,3.2478386720423713,1.1301329610645767
NPL,-0.011494685636405677,-1.2998359608645766,0.12306869688704013,-0.3777696442014233,1.2838076662414124,0.2607932615498145,-0.2617368049354448
NZL,0.036680191635288475,1.2588071618194643,0.6782188095904006,0.15245340491677836,-0.3160415791756175,-0.29643501854255583,0.14408114657463958
OMN,-0.1526014730537097,0.7617824211847838,-0.7377520520944757,-0.4710930597893786,0.07260605985467607,-0.5797165657579336,0.05427718031650503
PAK,0.14511505050964374,-1.3097263998050357,0.42491932517438374,-0.7721646203014807,1.6571542788584872,-0.18787279663109732,-1.3418675511007534
PAN,-0.19877067034211673,0.19621103062937498,-0.15355767739186904,-0.4754549951967339,-1.7212578452130665,-0.011702579802367477,-0.32159868454554574
PER,-0.21427450820366759,-0.09190426390696635,-0.3265733973412161,-0.5414049036751847,-0.7517293977803454,-0.31425433983633877,-0.4441210523073188
PHL,-0.010886097620592191,-0.44771698320129055,0.7159913637752789,-0.6624486588557522,-0.4440254274476269,0.04685513047265995,-0.8943484358383991
PLW,-0.3381796848124102,-0.027498170157082034,-0.03972546397384617,0.12055456645250408,0.0780131497506175,-0.4529759923472763,0.5891819106629634
PNG,-0.1442199661594227,-1.3142447439913991,-0.25819439823103685,-0.15408586447037118,-0.47847958199881174,0.29376084337522357,0.6308917849968713
POL,-0.06561541268454354,0.6178450993357891,-0.2804822038932565,0.06813322434134272,1.0304036797089764,-0.4402355000057873,0.2376111006056434
PRI,-0.19623788342250598,1.1586850985378965,-0.6798677319230452,-0.45578620578221374,0.10005257460733323,-0.6253801408403522,0.5168307474657987
PRT,0.030065730619119456,0.7299992556237083,0.14287470792361592,0.1900242948253076,0.11590373943462286,0.14887252437400272,0.75465084272247
PRY,-0.18931664582599378,-0.14136327225901738,-0.28941555400396474,-0.4069363101946366,-1.5181636067141058,-0.1692018661472807,0.02617378703875369
PYF,-0.1862321199568835,0.626818652247136,-0.7298922329611294,-0.006905569398161986,0.0797196269124299,-0.6392415604932834,0.11992456269258568
